Order ID,Order Date,Ship Date,Customer Name,Customer ID,Customer Segment,Category,Product Name,Product ID,Region,State,City,Quantity,Unit Price,Discount (%),Sales Amount,Cost Price,Profit,Payment Mode,Delivery Status,Supplier Name,Supplier Email,Stock Left,Auto-Reorder,Recorder Quantity
ORD1016,06-12-2024,07-12-2024,Stephanie Johnson,CUST128,Corporate,Furniture,Dining Table,PROD9652,East,Ohio,South Anthonystad,4,2657,20,8502.4,5934.23,2568.17,Debit card,Delivered,"Collins, Harris and Lee",gracetaylor@hall-hobbs.biz,18,No,0
ORD1017,10-07-2025,11-07-2025,Michelle Warner,CUST166,Corporate,Grocery,Juice Pack,PROD1725,North,Washington,East James,7,3965,50,13877.5,10616.47,3261.03,UPI,Pending,Rich-Harris,pattersonsusan@david.info,10,No,0
ORD1018,28-06-2025,01-07-2025,Michelle Williams,CUST974,Corporate,Office Supplies,Notebook,PROD8421,North,Tennessee,Ayalahaven,3,1116,5,3180.6,2548.13,632.47,Cash,Returned,"Lewis, Foster and Bell",fmacias@stewart.com,22,No,0
ORD1019,28-04-2025,01-05-2025,Heather Benjamin,CUST470,Consumer,Grocery,Sugar,PROD1329,East,Illinois,Josephbury,8,690,15,4692,3029.79,1662.21,UPI,Delivered,Jones-Ward,bmiller@ross-carter.com,0,Yes,20
ORD1020,09-05-2025,16-05-2025,Bradley Chan,CUST881,Corporate,Grocery,Juice Pack,PROD5647,North,Oregon,Nicholasport,7,3648,15,21705.6,14343.13,7362.47,Debit card,Pending,Young PLC,mooresamantha@williams.com,8,Yes,45
ORD1021,14-03-2025,16-03-2025,Stanley Bailey,CUST875,Corporate,Furniture,Dining Table,PROD4453,East,Louisiana,Sparksville,1,2948,15,2505.8,1623.29,882.51,Debit card,Returned,"Brady, Mayer and Wagner",melissa68@francis-porter.biz,1,Yes,43
ORD1022,10-07-2025,16-07-2025,Michelle Kane,CUST248,Corporate,Furniture,Office Chair,PROD5766,South,Illinois,Sarahborough,3,3557,50,5335.5,4236.62,1098.88,Cash,Returned,Hayes-Cortez,caroline99@lane.com,40,No,0
ORD1023,11-09-2025,14-09-2025,Jacob Gibbs,CUST981,Home Office,Grocery,Cooking Oil,PROD1776,East,Arizona,Waltonside,5,175,20,700,579.39,120.61,Net banking,Cancelled,"Banks, Williams and Blankenship",qliu@macdonald-fuentes.com,50,No,0
ORD1024,06-10-2025,10-10-2025,Luis Clark,CUST570,Corporate,Grocery,Snacks,PROD2870,North,North Dakota,Bakerberg,6,2530,15,12903,8379.65,4523.35,Debit card,Delivered,Clark-Taylor,michaelgould@walker.com,4,Yes,46
ORD1025,17-05-2025,18-05-2025,John Grimes,CUST295,Consumer,Electronics,Headphones,PROD1136,West,New Mexico,Turnershire,3,2209,30,4638.9,2978.29,1660.61,Net banking,Cancelled,Gonzalez-Solis,amberwilson@smith.com,30,No,0
ORD1026,22-03-2025,25-03-2025,Michelle Graham,CUST819,Corporate,Furniture,Sofa,PROD8905,North,Mississippi,Charlesfurt,8,791,10,5695.2,4860.38,834.82,Cash,Returned,Arnold-Buchanan,zgonzalez@cobb-hughes.com,50,No,0
ORD1027,22-07-2025,27-07-2025,Aaron Wilcox,CUST314,Corporate,Electronics,Laptop,PROD5426,North,Connecticut,Lake Mirandabury,7,4889,15,29089.55,21423.27,7666.28,Net banking,Returned,Mercado-Simon,danielhansen@garcia.info,47,No,0
ORD1028,22-11-2024,25-11-2024,David Griffin,CUST118,Corporate,Office Supplies,Calculator,PROD2329,East,South Dakota,Rachelberg,7,862,15,5128.9,3257.19,1871.71,Cash,Cancelled,"Taylor, Wheeler and Taylor",fnoble@taylor.net,38,No,0
ORD1029,12-06-2025,18-06-2025,Matthew Becker,CUST874,Consumer,Furniture,Bookshelf,PROD4716,North,Maryland,Gallegoshaven,7,4086,50,14301,9665.51,4635.49,Cash,Delivered,Ingram Group,ksteele@macias.com,18,No,0
ORD1030,05-05-2025,08-05-2025,Franklin Freeman,CUST507,Consumer,Office Supplies,Pen,PROD2350,East,Nebraska,Dayfurt,1,201,30,140.7,104.84,35.86,UPI,Pending,Kelly Inc,stephanie16@smith-perez.com,23,No,0
ORD1031,07-03-2025,10-03-2025,Christopher Edwards II,CUST309,Home Office,Office Supplies,Stapler,PROD4061,East,Washington,Theresaburgh,3,4681,20,11234.4,9287.76,1946.64,Debit card,Delivered,Mccoy-Donaldson,xbrooks@thomas.com,3,Yes,50
ORD1032,03-06-2025,07-06-2025,Penny Silva,CUST998,Consumer,Furniture,Dining Table,PROD3534,West,Wyoming,Lake Sarah,5,4490,20,17960,13460.33,4499.67,UPI,Delivered,"Bright, Jones and Cox",amystuart@parker.info,41,No,0
ORD1033,25-07-2025,28-07-2025,Katelyn Yates,CUST309,Corporate,Furniture,Study Table,PROD6591,North,North Carolina,North Sean,9,2703,30,17028.9,10977.32,6051.58,Net banking,Cancelled,"Martinez, Espinoza and Morales",andersonlaura@roberts.com,31,No,0
ORD1034,09-11-2024,13-11-2024,Sara Edwards,CUST929,Home Office,Electronics,Laptop,PROD7660,North,Louisiana,Lake Thomasville,10,1556,15,13226,8365.96,4860.04,UPI,Cancelled,"Cox, Smith and Morris",melissaadams@lee-rivers.net,45,No,0
ORD1035,11-10-2025,18-10-2025,Karen Kim,CUST674,Home Office,Furniture,Office Chair,PROD9246,West,Oregon,East Richardmouth,4,2056,20,6579.2,4460.25,2118.95,Cash,Pending,"Arias, Jones and Wood",susanwilliamson@young.biz,36,No,0
ORD1036,01-05-2025,02-05-2025,Alison King,CUST465,Corporate,Furniture,Office Chair,PROD6532,West,Alaska,Leefurt,6,4734,50,14202,10430.32,3771.68,UPI,Delivered,Mcintyre Ltd,markyang@green.com,19,No,0
ORD1037,22-02-2025,26-02-2025,Carlos Howard,CUST241,Home Office,Grocery,Juice Pack,PROD4095,East,Washington,West Jennifer,9,4945,50,22252.5,15324.45,6928.05,Debit card,Delivered,Coleman Ltd,marcusmendez@abbott-elliott.com,45,No,0
ORD1038,07-06-2025,09-06-2025,Scott Roberts,CUST726,Home Office,Office Supplies,Stapler,PROD2075,North,Delaware,Mooreview,9,1609,10,13032.9,10683.21,2349.69,Debit card,Cancelled,Hill Inc,goodwinalexander@anderson.com,38,No,0
ORD1039,07-09-2025,08-09-2025,Patricia Wong,CUST602,Corporate,Electronics,Mouse,PROD4026,West,Connecticut,East Jessicaport,3,1553,5,4426.05,3065.48,1360.57,Net banking,Returned,"Gibbs, Miller and Hardin",awhite@jackson.com,24,No,0
ORD1040,09-01-2025,14-01-2025,Allen Dixon,CUST633,Consumer,Electronics,Laptop,PROD2821,West,New York,Emilyberg,10,1966,15,16711,11392.04,5318.96,Debit card,Delivered,"Sanchez, Gross and Shah",duranmary@thornton.com,7,Yes,27
ORD1041,29-09-2025,01-10-2025,Ryan Bowman,CUST549,Home Office,Electronics,Laptop,PROD7966,North,Minnesota,East Ericastad,10,3320,5,31540,19844.98,11695.02,UPI,Returned,"Gay, Crawford and Dennis",donalddrake@mendoza.com,17,No,0
ORD1042,13-08-2025,19-08-2025,Roy Joyce,CUST421,Consumer,Office Supplies,Pen,PROD7997,South,Nevada,East Heather,4,1513,30,4236.4,3552.78,683.62,Net banking,Returned,Nash-Mason,karen87@smith-patrick.biz,23,No,0
ORD1043,10-10-2025,15-10-2025,Christina Torres,CUST896,Corporate,Furniture,Study Table,PROD5097,South,Kentucky,Michaelmouth,2,2076,30,2906.4,1817.86,1088.54,Net banking,Delivered,Jensen Group,angelayoung@marshall.org,21,No,0
ORD1044,11-09-2025,17-09-2025,Laura Mccoy,CUST606,Corporate,Grocery,Rice Bag,PROD1651,North,Oklahoma,North Juan,4,3127,10,11257.2,7031.85,4225.35,Debit card,Returned,Hardy-Martinez,katrina38@saunders.com,2,Yes,38
ORD1045,16-04-2025,20-04-2025,Tammy Hunter,CUST333,Corporate,Electronics,Laptop,PROD2188,North,Tennessee,Bassburgh,2,1503,15,2555.1,1664.92,890.18,UPI,Returned,Banks-Clark,harristimothy@norton-long.com,26,No,0
ORD1046,23-10-2025,26-10-2025,Alejandra Allen,CUST849,Consumer,Office Supplies,Stapler,PROD8766,West,New Hampshire,Karenport,8,4221,50,16884,12560.95,4323.05,Debit card,Returned,King Ltd,asmith@guerra-williams.biz,48,No,0
ORD1047,09-12-2024,16-12-2024,Jennifer Lopez,CUST144,Consumer,Grocery,Rice Bag,PROD5035,West,South Carolina,Valerieburgh,4,2228,10,8020.8,6786.73,1234.07,UPI,Delivered,Gross PLC,robbinspatricia@burns.com,12,No,0
ORD1048,24-09-2025,28-09-2025,Erika Johns,CUST486,Consumer,Office Supplies,Calculator,PROD2512,South,Colorado,Patrickhaven,10,4300,10,38700,31338.52,7361.48,UPI,Cancelled,Goodwin PLC,jasmine83@freeman-acosta.biz,37,No,0
ORD1049,02-09-2025,09-09-2025,Jaime Austin,CUST823,Corporate,Grocery,Juice Pack,PROD4186,West,South Dakota,Shortchester,1,2947,15,2504.95,1781.63,723.32,UPI,Pending,Lowe LLC,bradleytricia@blackburn.com,23,No,0
ORD1050,29-08-2025,03-09-2025,Deborah Howell,CUST907,Home Office,Electronics,Mouse,PROD5097,West,West Virginia,Alyssastad,10,928,15,7888,7051.2,836.8,Net banking,Returned,"Cervantes, Morrison and Olsen",pagemichael@lawrence.com,40,No,0
ORD1051,14-11-2024,20-11-2024,Wendy Lopez,CUST945,Corporate,Electronics,Headphones,PROD2634,South,Arizona,Lake Adam,6,3009,10,16248.6,12165.61,4082.99,UPI,Returned,"Miles, Brown and Blanchard",thomas40@powers.org,17,No,0
ORD1052,17-05-2025,21-05-2025,Jacqueline Sparks,CUST686,Consumer,Grocery,Rice Bag,PROD2031,South,Texas,West Dominic,4,4447,50,8894,6077.52,2816.48,Cash,Cancelled,"Buchanan, Bradley and Edwards",mkemp@lawrence.com,21,No,0
ORD1053,07-09-2025,13-09-2025,Lynn Maynard,CUST316,Corporate,Furniture,Office Chair,PROD7073,South,Oregon,Lake Bryan,4,4865,20,15568,12583.33,2984.67,Cash,Returned,"Byrd, Hill and Santiago",damonwilson@moore.biz,20,No,0
ORD1054,27-09-2025,04-10-2025,Benjamin Peters,CUST740,Consumer,Office Supplies,Notebook,PROD8559,North,Missouri,Michaelshire,10,3103,15,26375.5,20249.66,6125.84,Debit card,Pending,Mitchell Ltd,stokesanthony@meza.com,5,Yes,27
ORD1055,03-10-2025,08-10-2025,Susan Smith,CUST248,Corporate,Grocery,Sugar,PROD2469,West,Maine,Donnaside,7,2557,10,16109.1,12701.4,3407.7,UPI,Pending,"Mitchell, Turner and Ibarra",johnmiller@black.com,37,No,0
ORD1056,08-02-2025,11-02-2025,Erik Jacobson,CUST181,Consumer,Office Supplies,Calculator,PROD2226,East,Missouri,South Patriciahaven,3,2250,5,6412.5,4771.54,1640.96,UPI,Pending,"Williamson, Murray and Bowers",angelaroth@yang.com,49,No,0
ORD1057,12-08-2025,15-08-2025,Cheryl Rivera,CUST153,Consumer,Office Supplies,Notebook,PROD3951,South,North Carolina,South Jeremy,5,621,30,2173.5,1490.63,682.87,Net banking,Returned,"Craig, Watkins and Mccann",brentpatterson@marks.com,39,No,0
ORD1058,17-11-2024,20-11-2024,Thomas Osborn,CUST404,Corporate,Furniture,Sofa,PROD8999,South,South Dakota,Nelsonfort,9,2070,15,15835.5,11419.44,4416.06,Debit card,Delivered,"Houston, Patrick and Powell",ctaylor@hunter-cabrera.org,24,No,0
ORD1059,19-09-2025,22-09-2025,Scott Norris,CUST496,Home Office,Electronics,Keyboard,PROD8488,West,New Jersey,Robertborough,6,1355,10,7317,5082.4,2234.6,Cash,Pending,Shields PLC,mackglen@hill.org,39,No,0
ORD1060,27-09-2025,02-10-2025,Beth Marshall,CUST458,Home Office,Furniture,Office Chair,PROD9461,North,Ohio,East Jackchester,4,4450,15,15130,9111.96,6018.04,Debit card,Cancelled,Martin and Sons,carrie79@duncan.com,10,No,0
ORD1061,01-11-2024,06-11-2024,Larry Chandler,CUST357,Consumer,Office Supplies,Notebook,PROD7261,East,Wyoming,Morrisonberg,9,3345,20,24084,17349,6735,Cash,Returned,Ross-Carpenter,charlesperez@pittman.org,6,Yes,22
ORD1062,23-02-2025,27-02-2025,Nathan Crawford,CUST155,Home Office,Office Supplies,Stapler,PROD4821,West,Idaho,Branditon,5,4988,10,22446,17611.87,4834.13,Net banking,Delivered,Barnett-Murphy,cookwendy@clark-harris.com,14,No,0
ORD1063,30-08-2025,05-09-2025,Richard Dickerson,CUST584,Home Office,Office Supplies,File Folder,PROD1619,North,Virginia,North Claudiaberg,2,4830,50,4830,4183.65,646.35,Debit card,Cancelled,Brock PLC,mark87@hendrix.com,22,No,0
ORD1064,16-07-2025,20-07-2025,Kelly Smith,CUST552,Corporate,Grocery,Juice Pack,PROD7005,North,Mississippi,West Jessica,3,1074,15,2738.7,1850.7,888,Cash,Pending,"Fritz, Coleman and Lara",phart@ward.biz,49,No,0
ORD1065,12-03-2025,19-03-2025,Brandon Hart,CUST218,Corporate,Grocery,Cooking Oil,PROD2800,West,Indiana,Craneland,4,3585,15,12189,10879.87,1309.13,Debit card,Returned,Mcfarland-Hickman,mark24@hopkins.net,29,No,0
ORD1066,28-06-2025,05-07-2025,Timothy Moore,CUST532,Corporate,Electronics,Monitor,PROD1989,East,Virginia,Port Stephanieshire,4,499,50,998,657.4,340.6,UPI,Pending,Smith-Duncan,davidbarajas@howard.com,12,No,0
ORD1067,04-05-2025,11-05-2025,Patrick Manning,CUST784,Consumer,Office Supplies,Pen,PROD2952,North,Oregon,Port Jessicabury,10,1781,15,15138.5,12973.67,2164.83,Cash,Delivered,Jackson Group,johnsonrachel@thomas-green.net,40,No,0
ORD1068,23-08-2025,25-08-2025,Michael Parsons,CUST287,Corporate,Office Supplies,Pen,PROD2007,North,New Mexico,West Hollymouth,4,978,15,3325.2,2633.28,691.92,Cash,Returned,Williams LLC,thomasortega@hanson-schneider.net,46,No,0
ORD1069,03-10-2025,09-10-2025,Lori Sherman,CUST122,Corporate,Office Supplies,Pen,PROD7580,North,Illinois,Bellfurt,5,583,10,2623.5,2159.3,464.2,Debit card,Pending,"Carpenter, Ramirez and Hodge",roberto41@turner.biz,47,No,0
ORD1070,27-08-2025,29-08-2025,Jennifer Sullivan,CUST964,Home Office,Electronics,Headphones,PROD5966,South,Indiana,East Ashley,6,2742,50,8226,5338.53,2887.47,UPI,Cancelled,Hayes and Sons,andreabryant@gonzalez.biz,24,No,0
ORD1071,17-05-2025,22-05-2025,Oscar Jensen,CUST576,Consumer,Grocery,Juice Pack,PROD7217,West,Oklahoma,South Johnport,6,3874,15,19757.4,14140.49,5616.91,Debit card,Delivered,Baker-Herrera,bradleywood@hawkins.com,43,No,0
ORD1072,29-12-2024,05-01-2025,George Hernandez,CUST938,Consumer,Electronics,Mouse,PROD8433,West,New York,Adamsmouth,6,1489,10,8040.6,6148.7,1891.9,Debit card,Pending,Powell-Peterson,whitebruce@flynn.biz,49,No,0
ORD1073,13-12-2024,19-12-2024,Brandon Fleming,CUST471,Corporate,Grocery,Juice Pack,PROD3542,South,Ohio,Lake Gloria,8,2753,5,20922.8,13615.41,7307.39,Net banking,Returned,Gillespie LLC,kayla38@carrillo.com,39,No,0
ORD1074,02-01-2025,07-01-2025,Charles King,CUST937,Home Office,Electronics,Keyboard,PROD4825,North,Connecticut,Lake Kathrynside,7,1312,20,7347.2,5338.8,2008.4,UPI,Returned,Johnson-Lewis,kevin84@bass.info,48,No,0
ORD1075,26-01-2025,27-01-2025,David Reed,CUST433,Home Office,Grocery,Rice Bag,PROD1858,North,Oklahoma,New Brandon,7,3468,15,20634.6,17527.39,3107.21,Cash,Cancelled,Sutton Inc,hduran@rowland-ruiz.com,42,No,0
ORD1076,27-10-2024,30-10-2024,Gary Andrews,CUST358,Corporate,Office Supplies,Stapler,PROD4318,East,Montana,Schmidtside,1,279,20,223.2,140.46,82.74,UPI,Cancelled,Hernandez Inc,kanedarren@berry.com,39,No,0
ORD1077,03-07-2025,08-07-2025,Melissa Ray PhD,CUST149,Consumer,Furniture,Dining Table,PROD6059,West,Pennsylvania,North Kimberly,10,238,50,1190,1027.21,162.79,Debit card,Cancelled,Riley-Jones,bbrown@velazquez.com,45,No,0
ORD1078,09-12-2024,11-12-2024,Adam Santiago,CUST137,Consumer,Furniture,Study Table,PROD8285,North,Mississippi,South Daniel,7,1078,30,5282.2,4649.39,632.81,Cash,Returned,Davis Ltd,dgraves@maxwell.com,21,No,0
ORD1079,15-02-2025,17-02-2025,Jonathan Rose,CUST607,Corporate,Grocery,Rice Bag,PROD1758,North,Connecticut,West Katherinetown,8,559,20,3577.6,2990.84,586.76,Cash,Delivered,"Aguirre, Perez and Harvey",kimberlytorres@villanueva.com,35,No,0
ORD1080,28-08-2025,04-09-2025,Tyler Watson,CUST646,Consumer,Furniture,Sofa,PROD5698,South,Delaware,New Kristi,3,3519,50,5278.5,4517.39,761.11,UPI,Pending,Miller-Foster,hbaxter@christian-sullivan.net,20,No,0
ORD1081,31-10-2024,05-11-2024,Amber Smith,CUST291,Consumer,Furniture,Study Table,PROD9427,East,Montana,Lake Kevin,1,1944,5,1846.8,1379.16,467.64,UPI,Delivered,"Johnston, Rivera and Chen",sara87@phillips.com,5,Yes,25
ORD1082,25-06-2025,30-06-2025,Matthew Pennington,CUST115,Consumer,Furniture,Office Chair,PROD7682,East,Rhode Island,Garnerberg,5,3867,50,9667.5,6688.89,2978.61,Cash,Pending,Guzman-Stout,matthewmaldonado@carter.com,38,No,0
ORD1083,07-03-2025,13-03-2025,Gina Cox,CUST751,Consumer,Office Supplies,File Folder,PROD9899,South,Virginia,East Christine,6,3711,15,18926.1,16775.67,2150.43,Cash,Cancelled,Williams-Sandoval,matthewbell@ramos-gallagher.com,48,No,0
ORD1084,19-07-2025,24-07-2025,Kaylee Pittman,CUST501,Consumer,Furniture,Sofa,PROD9748,North,New Hampshire,New Rebecca,1,1840,15,1564,1182.85,381.15,UPI,Returned,"Miller, Haynes and Peters",maxwellarnold@rhodes-baker.net,5,Yes,26
ORD1085,06-03-2025,09-03-2025,Antonio Davis,CUST680,Home Office,Grocery,Juice Pack,PROD6624,South,Connecticut,East Shannonmouth,7,1595,50,5582.5,3750.11,1832.39,Cash,Delivered,Rollins LLC,ebonyferguson@lopez.biz,32,No,0
ORD1086,29-06-2025,03-07-2025,Ethan Perkins,CUST752,Consumer,Grocery,Juice Pack,PROD9861,South,Alabama,Michaeltown,8,4307,15,29287.6,25528.26,3759.34,Cash,Returned,Thomas LLC,littlejamie@castro-phillips.com,23,No,0
ORD1087,25-04-2025,26-04-2025,Christopher Williams,CUST785,Home Office,Grocery,Cooking Oil,PROD4530,West,New Jersey,Juliahaven,10,2642,5,25099,16577.01,8521.99,UPI,Pending,"Williams, Fisher and Wells",alison05@carson-herrera.com,48,No,0
ORD1088,27-09-2025,28-09-2025,Thomas Miller,CUST545,Consumer,Office Supplies,Notebook,PROD7625,West,Connecticut,Garciastad,7,2096,15,12471.2,7757.74,4713.46,Debit card,Returned,Lopez-Wilkins,emilystevens@sutton.com,2,Yes,26
ORD1089,01-10-2025,03-10-2025,Lindsay Foster,CUST361,Corporate,Furniture,Office Chair,PROD2479,North,Oklahoma,East Jenniferland,3,605,30,1270.5,1116.18,154.32,UPI,Cancelled,Garcia PLC,hgraham@johnson.com,17,No,0
ORD1090,09-09-2025,10-09-2025,Diana Vega,CUST941,Consumer,Grocery,Sugar,PROD2409,North,Iowa,New Brandon,3,427,30,896.7,746.66,150.04,Net banking,Pending,Jensen-Oconnor,cheyenne18@king-jones.com,47,No,0
ORD1091,31-12-2024,03-01-2025,Julie Pearson,CUST856,Corporate,Office Supplies,Pen,PROD6313,South,Ohio,Hessfort,9,1197,10,9695.7,7747.56,1948.14,Net banking,Cancelled,"Hutchinson, Martin and Rios",lindsay88@schneider-maddox.com,46,No,0
ORD1092,22-09-2025,29-09-2025,Stephanie Garza,CUST294,Consumer,Furniture,Sofa,PROD2728,East,Oregon,North Kari,9,1028,50,4626,4093.93,532.07,UPI,Pending,"Schmitt, Cox and Murillo",lucasadam@ho-terry.org,33,No,0
ORD1093,08-01-2025,12-01-2025,April Knapp,CUST495,Home Office,Office Supplies,Notebook,PROD7198,West,Kentucky,Grahamburgh,1,2516,50,1258,933.69,324.31,Net banking,Delivered,Dean Inc,ymoore@vargas.com,41,No,0
ORD1094,17-12-2024,18-12-2024,William Miller,CUST396,Home Office,Office Supplies,Pen,PROD7134,East,Missouri,North Joanneton,8,4330,20,27712,23456.46,4255.54,Debit card,Pending,Roberts PLC,kylerose@lawrence-cummings.biz,8,Yes,32
ORD1095,30-05-2025,04-06-2025,David Ponce,CUST252,Consumer,Grocery,Sugar,PROD9732,North,New Mexico,East Justin,2,2918,10,5252.4,3614.11,1638.29,Debit card,Cancelled,Collins LLC,james85@perez.org,12,No,0
ORD1096,22-10-2025,29-10-2025,William Rodgers,CUST618,Consumer,Electronics,Monitor,PROD8082,East,Alaska,North Tylerfurt,9,2828,50,12726,8130.2,4595.8,Debit card,Pending,"Reeves, Perez and Jones",jacksonelizabeth@rich.com,17,No,0
ORD1097,04-06-2025,10-06-2025,Rachael Wilson,CUST414,Corporate,Furniture,Sofa,PROD9073,East,Delaware,East Julia,8,4755,5,36138,26175.52,9962.48,Debit card,Cancelled,Bolton-Riley,michellepearson@russell.info,24,No,0
ORD1098,08-06-2025,15-06-2025,Erin Stewart,CUST838,Corporate,Furniture,Office Chair,PROD1957,North,Nebraska,New Joann,10,951,10,8559,7566.96,992.04,Debit card,Returned,Johnson Inc,pcampbell@rosales.com,37,No,0
ORD1099,19-03-2025,23-03-2025,Jonathan Brown,CUST442,Consumer,Electronics,Monitor,PROD7578,North,Massachusetts,Chavezland,3,2305,5,6569.25,5247.19,1322.06,UPI,Cancelled,"Reyes, Herrera and Williams",sherry89@sharp.net,2,Yes,46
ORD1100,15-09-2025,16-09-2025,Kari Thompson,CUST249,Consumer,Office Supplies,Calculator,PROD6145,South,Virginia,East David,5,1177,5,5590.75,3523.28,2067.47,Debit card,Delivered,"Brock, Willis and Harris",melissa94@olson-snow.com,6,Yes,24
ORD1101,19-08-2025,26-08-2025,Robert Buchanan,CUST401,Home Office,Grocery,Snacks,PROD5211,East,Tennessee,North Renee,8,4279,5,32520.4,21807.37,10713.03,Cash,Delivered,Maynard-Hernandez,iwade@miller.com,29,No,0
ORD1102,03-08-2025,09-08-2025,Tara Brown,CUST266,Consumer,Grocery,Juice Pack,PROD5862,East,Kansas,South Michaelstad,4,622,5,2363.6,1781.95,581.65,Cash,Cancelled,"Jackson, Chandler and Gilbert",xporter@nash-howard.com,11,No,0
ORD1103,24-01-2025,30-01-2025,Jamie Brown DVM,CUST744,Corporate,Grocery,Rice Bag,PROD8441,East,Rhode Island,East Joshua,7,1349,50,4721.5,2934.87,1786.63,Cash,Cancelled,Ellison LLC,bryancastillo@fernandez-mckinney.biz,45,No,0
ORD1104,24-04-2025,25-04-2025,Robert Gallegos,CUST759,Consumer,Furniture,Study Table,PROD2212,East,Georgia,New Josebury,3,539,5,1536.15,1086.26,449.89,Cash,Cancelled,"Bowen, Chavez and Le",tiffanymoore@wong.net,47,No,0
ORD1105,31-12-2024,04-01-2025,Victor Cruz,CUST933,Corporate,Grocery,Sugar,PROD5436,West,Washington,South Troy,10,2691,5,25564.5,19679.18,5885.32,Debit card,Returned,Wagner-Hill,gschultz@carson.com,30,No,0
